"Year","Quarter","Species.n","Species","Age","N","Nbar","west","BIO","Lsea","consum"
2014,3,13,"Grey.seal",1,88,88,10,880,1000,382.284
2014,4,13,"Grey.seal",1,107,107,10,1070,1000,708.882
2015,1,13,"Grey.seal",1,88,88,10,880,1000,477.855
2015,2,13,"Grey.seal",1,88,88,10,880,1000,438.48
2015,3,13,"Grey.seal",1,88,88,10,880,1000,382.284
2015,4,13,"Grey.seal",1,107,107,10,1070,1000,708.882
2016,1,13,"Grey.seal",1,88,88,10,880,1000,477.855
2016,2,13,"Grey.seal",1,88,88,10,880,1000,438.48
2016,3,13,"Grey.seal",1,88,88,10,880,1000,382.284
2016,4,13,"Grey.seal",1,107,107,10,1070,1000,708.882
2017,1,13,"Grey.seal",1,88,88,10,880,1000,477.855
2017,2,13,"Grey.seal",1,88,88,10,880,1000,438.48
2017,3,13,"Grey.seal",1,88,88,10,880,1000,382.284
2017,4,13,"Grey.seal",1,107,107,10,1070,1000,708.882
2018,1,13,"Grey.seal",1,88,88,10,880,1000,477.855
2018,2,13,"Grey.seal",1,88,88,10,880,1000,438.48
2018,3,13,"Grey.seal",1,88,88,10,880,1000,382.284
2018,4,13,"Grey.seal",1,107,107,10,1070,1000,708.882
2019,1,13,"Grey.seal",1,88,88,10,880,1000,477.855
2019,2,13,"Grey.seal",1,88,88,10,880,1000,438.48
2019,3,13,"Grey.seal",1,88,88,10,880,1000,382.284
2019,4,13,"Grey.seal",1,107,107,10,1070,1000,708.882
1974,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1974,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1974,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1974,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1975,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1975,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1975,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1975,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1976,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1976,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1976,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1976,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1977,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1977,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1977,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1977,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1978,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1978,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1978,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1978,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1979,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1979,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1979,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1979,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1980,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1980,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1980,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1980,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1981,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1981,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1981,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1981,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1982,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1982,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1982,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1982,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1983,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1983,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1983,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1983,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1984,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1984,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1984,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1984,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1985,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1985,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1985,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1985,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1986,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1986,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1986,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1986,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1987,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1987,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1987,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1987,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1988,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1988,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1988,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1988,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1989,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1989,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1989,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1989,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1990,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1990,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1990,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1990,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1991,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1991,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1991,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1991,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1992,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1992,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1992,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1992,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1993,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1993,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1993,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1993,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1994,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1994,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1994,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1994,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1995,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1995,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1995,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1995,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1996,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1996,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1996,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1996,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1997,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1997,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1997,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1997,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1998,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1998,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1998,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1998,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1999,1,14,"H.porpoise",1,224,224,10,2240,1000,219
1999,2,14,"H.porpoise",1,224,224,10,2240,1000,219
1999,3,14,"H.porpoise",1,224,224,10,2240,1000,219
1999,4,14,"H.porpoise",1,224,224,10,2240,1000,219
2000,1,14,"H.porpoise",1,224,224,10,2240,1000,219
2000,2,14,"H.porpoise",1,224,224,10,2240,1000,219
2000,3,14,"H.porpoise",1,224,224,10,2240,1000,219
2000,4,14,"H.porpoise",1,224,224,10,2240,1000,219
2001,1,14,"H.porpoise",1,224,224,10,2240,1000,219
2001,2,14,"H.porpoise",1,224,224,10,2240,1000,219
2001,3,14,"H.porpoise",1,224,224,10,2240,1000,219
2001,4,14,"H.porpoise",1,224,224,10,2240,1000,219
2002,1,14,"H.porpoise",1,224,224,10,2240,1000,219
2002,2,14,"H.porpoise",1,224,224,10,2240,1000,219
2002,3,14,"H.porpoise",1,224,224,10,2240,1000,219
2002,4,14,"H.porpoise",1,224,224,10,2240,1000,219
2003,1,14,"H.porpoise",1,224,224,10,2240,1000,219
2003,2,14,"H.porpoise",1,224,224,10,2240,1000,219
2003,3,14,"H.porpoise",1,224,224,10,2240,1000,219
2003,4,14,"H.porpoise",1,224,224,10,2240,1000,219
2004,1,14,"H.porpoise",1,224,224,10,2240,1000,219
2004,2,14,"H.porpoise",1,224,224,10,2240,1000,219
2004,3,14,"H.porpoise",1,224,224,10,2240,1000,219
2004,4,14,"H.porpoise",1,224,224,10,2240,1000,219
2005,1,14,"H.porpoise",1,224,224,10,2240,1000,219
2005,2,14,"H.porpoise",1,224,224,10,2240,1000,219
2005,3,14,"H.porpoise",1,224,224,10,2240,1000,219
2005,4,14,"H.porpoise",1,224,224,10,2240,1000,219
2006,1,14,"H.porpoise",1,224,224,10,2240,1000,219
2006,2,14,"H.porpoise",1,224,224,10,2240,1000,219
2006,3,14,"H.porpoise",1,224,224,10,2240,1000,219
2006,4,14,"H.porpoise",1,224,224,10,2240,1000,219
2007,1,14,"H.porpoise",1,224,224,10,2240,1000,219
2007,2,14,"H.porpoise",1,224,224,10,2240,1000,219
2007,3,14,"H.porpoise",1,224,224,10,2240,1000,219
2007,4,14,"H.porpoise",1,224,224,10,2240,1000,219
2008,1,14,"H.porpoise",1,224,224,10,2240,1000,219
2008,2,14,"H.porpoise",1,224,224,10,2240,1000,219
2008,3,14,"H.porpoise",1,224,224,10,2240,1000,219
2008,4,14,"H.porpoise",1,224,224,10,2240,1000,219
2009,1,14,"H.porpoise",1,224,224,10,2240,1000,219
2009,2,14,"H.porpoise",1,224,224,10,2240,1000,219
2009,3,14,"H.porpoise",1,224,224,10,2240,1000,219
2009,4,14,"H.porpoise",1,224,224,10,2240,1000,219
2010,1,14,"H.porpoise",1,224,224,10,2240,1000,219
2010,2,14,"H.porpoise",1,224,224,10,2240,1000,219
2010,3,14,"H.porpoise",1,224,224,10,2240,1000,219
2010,4,14,"H.porpoise",1,224,224,10,2240,1000,219
2011,1,14,"H.porpoise",1,224,224,10,2240,1000,219
2011,2,14,"H.porpoise",1,224,224,10,2240,1000,219
2011,3,14,"H.porpoise",1,224,224,10,2240,1000,219
2011,4,14,"H.porpoise",1,224,224,10,2240,1000,219
2012,1,14,"H.porpoise",1,224,224,10,2240,1000,219
2012,2,14,"H.porpoise",1,224,224,10,2240,1000,219
2012,3,14,"H.porpoise",1,224,224,10,2240,1000,219
2012,4,14,"H.porpoise",1,224,224,10,2240,1000,219
2013,1,14,"H.porpoise",1,224,224,10,2240,1000,219
2013,2,14,"H.porpoise",1,224,224,10,2240,1000,219
2013,3,14,"H.porpoise",1,224,224,10,2240,1000,219
2013,4,14,"H.porpoise",1,224,224,10,2240,1000,219
2014,1,14,"H.porpoise",1,224,224,10,2240,1000,219
2014,2,14,"H.porpoise",1,224,224,10,2240,1000,219
2014,3,14,"H.porpoise",1,224,224,10,2240,1000,219
2014,4,14,"H.porpoise",1,224,224,10,2240,1000,219
2015,1,14,"H.porpoise",1,224,224,10,2240,1000,219
2015,2,14,"H.porpoise",1,224,224,10,2240,1000,219
2015,3,14,"H.porpoise",1,224,224,10,2240,1000,219
2015,4,14,"H.porpoise",1,224,224,10,2240,1000,219
2016,1,14,"H.porpoise",1,224,224,10,2240,1000,219
2016,2,14,"H.porpoise",1,224,224,10,2240,1000,219
2016,3,14,"H.porpoise",1,224,224,10,2240,1000,219
2016,4,14,"H.porpoise",1,224,224,10,2240,1000,219
2017,1,14,"H.porpoise",1,224,224,10,2240,1000,219
2017,2,14,"H.porpoise",1,224,224,10,2240,1000,219
2017,3,14,"H.porpoise",1,224,224,10,2240,1000,219
2017,4,14,"H.porpoise",1,224,224,10,2240,1000,219
2018,1,14,"H.porpoise",1,224,224,10,2240,1000,219
2018,2,14,"H.porpoise",1,224,224,10,2240,1000,219
2018,3,14,"H.porpoise",1,224,224,10,2240,1000,219
2018,4,14,"H.porpoise",1,224,224,10,2240,1000,219
2019,1,14,"H.porpoise",1,224,224,10,2240,1000,219
2019,2,14,"H.porpoise",1,224,224,10,2240,1000,219
2019,3,14,"H.porpoise",1,224,224,10,2240,1000,219
2019,4,14,"H.porpoise",1,224,224,10,2240,1000,219
1974,1,15,"Hake",1,3239,3239,0.145974,472.81,280,0.178392
1974,1,15,"Hake",2,3780,3780,0.24116,911.585,330,0.261395
1974,1,15,"Hake",3,4126,4126,0.376096,1551.77,382,0.366579
1974,1,15,"Hake",4,3198,3198,0.626594,2003.85,450,0.540598
1974,1,15,"Hake",5,1022,1022,1.18197,1207.98,554,0.876243
1974,1,15,"Hake",6,555,555,1.98606,1102.26,656,1.3006
1974,1,15,"Hake",7,341,341,3.0655,1045.34,756,1.80968
1974,1,15,"Hake",8,315,315,5.26275,1657.76,898,2.73036
1974,1,15,"Hake",9,22,22,10.6723,234.791,1133,4.67611
1974,2,15,"Hake",1,3112,3112,0.143573,446.799,279,0.459686
1974,2,15,"Hake",2,2725,2725,0.240418,655.139,330,0.695013
1974,2,15,"Hake",3,3412,3412,0.380119,1296.97,383,1.00352
1974,2,15,"Hake",4,3893,3893,0.639628,2490.07,453,1.52318
1974,2,15,"Hake",5,1301,1301,1.16555,1516.38,551,2.46444
1974,2,15,"Hake",6,559,559,1.97959,1106.59,655,3.76862
1974,2,15,"Hake",7,330,330,3.06549,1011.61,756,5.3515
1974,2,15,"Hake",8,313,313,5.28015,1652.69,899,8.27621
1974,2,15,"Hake",9,22,22,10.6691,234.721,1133,14.5474
1974,3,15,"Hake",1,2783,2783,0.144977,403.471,280,0.264478
1974,3,15,"Hake",2,2440,2440,0.238744,582.535,329,0.39917
1974,3,15,"Hake",3,2665,2665,0.380052,1012.84,383,0.585837
1974,3,15,"Hake",4,3822,3822,0.654912,2503.07,456,0.917924
1974,3,15,"Hake",5,1697,1697,1.16442,1976.01,551,1.47587
1974,3,15,"Hake",6,605,605,1.96434,1188.43,654,2.27227
1974,3,15,"Hake",7,320,320,3.06296,980.146,756,3.2784
1974,3,15,"Hake",8,307,307,5.29702,1626.18,900,5.15195
1974,3,15,"Hake",9,22,22,10.6668,234.669,1133,9.17989
1974,4,15,"Hake",1,1875,1875,0.146791,275.233,281,0.351459
1974,4,15,"Hake",2,2133,2133,0.240161,512.263,330,0.512378
1974,4,15,"Hake",3,2364,2364,0.378804,895.493,383,0.726336
1974,4,15,"Hake",4,3451,3451,0.663188,2288.66,458,1.11527
1974,4,15,"Hake",5,2045,2045,1.17631,2405.56,553,1.72966
1974,4,15,"Hake",6,737,737,1.94848,1436.03,652,2.54559
1974,4,15,"Hake",7,327,327,3.05509,999.013,755,3.59216
1974,4,15,"Hake",8,307,307,5.31054,1630.34,901,5.48553
1974,4,15,"Hake",9,23,23,10.6653,245.301,1133,9.35636
1975,1,15,"Hake",1,3239,3239,0.145974,472.81,280,0.178392
1975,1,15,"Hake",2,3780,3780,0.24116,911.585,330,0.261395
1975,1,15,"Hake",3,4126,4126,0.376096,1551.77,382,0.366579
1975,1,15,"Hake",4,3198,3198,0.626594,2003.85,450,0.540598
1975,1,15,"Hake",5,1022,1022,1.18197,1207.98,554,0.876243
1975,1,15,"Hake",6,555,555,1.98606,1102.26,656,1.3006
1975,1,15,"Hake",7,341,341,3.0655,1045.34,756,1.80968
1975,1,15,"Hake",8,315,315,5.26275,1657.76,898,2.73036
1975,1,15,"Hake",9,22,22,10.6723,234.791,1133,4.67611
1975,2,15,"Hake",1,3112,3112,0.143573,446.799,279,0.459686
1975,2,15,"Hake",2,2725,2725,0.240418,655.139,330,0.695013
1975,2,15,"Hake",3,3412,3412,0.380119,1296.97,383,1.00352
1975,2,15,"Hake",4,3893,3893,0.639628,2490.07,453,1.52318
1975,2,15,"Hake",5,1301,1301,1.16555,1516.38,551,2.46444
1975,2,15,"Hake",6,559,559,1.97959,1106.59,655,3.76862
1975,2,15,"Hake",7,330,330,3.06549,1011.61,756,5.3515
1975,2,15,"Hake",8,313,313,5.28015,1652.69,899,8.27621
1975,2,15,"Hake",9,22,22,10.6691,234.721,1133,14.5474
1975,3,15,"Hake",1,2783,2783,0.144977,403.471,280,0.264478
1975,3,15,"Hake",2,2440,2440,0.238744,582.535,329,0.39917
1975,3,15,"Hake",3,2665,2665,0.380052,1012.84,383,0.585837
1975,3,15,"Hake",4,3822,3822,0.654912,2503.07,456,0.917924
1975,3,15,"Hake",5,1697,1697,1.16442,1976.01,551,1.47587
1975,3,15,"Hake",6,605,605,1.96434,1188.43,654,2.27227
1975,3,15,"Hake",7,320,320,3.06296,980.146,756,3.2784
1975,3,15,"Hake",8,307,307,5.29702,1626.18,900,5.15195
1975,3,15,"Hake",9,22,22,10.6668,234.669,1133,9.17989
1975,4,15,"Hake",1,1875,1875,0.146791,275.233,281,0.351459
1975,4,15,"Hake",2,2133,2133,0.240161,512.263,330,0.512378
1975,4,15,"Hake",3,2364,2364,0.378804,895.493,383,0.726336
1975,4,15,"Hake",4,3451,3451,0.663188,2288.66,458,1.11527
1975,4,15,"Hake",5,2045,2045,1.17631,2405.56,553,1.72966
1975,4,15,"Hake",6,737,737,1.94848,1436.03,652,2.54559
1975,4,15,"Hake",7,327,327,3.05509,999.013,755,3.59216
1975,4,15,"Hake",8,307,307,5.31054,1630.34,901,5.48553
1975,4,15,"Hake",9,23,23,10.6653,245.301,1133,9.35636
1976,1,15,"Hake",1,3239,3239,0.145974,472.81,280,0.178392
1976,1,15,"Hake",2,3780,3780,0.24116,911.585,330,0.261395
1976,1,15,"Hake",3,4126,4126,0.376096,1551.77,382,0.366579
1976,1,15,"Hake",4,3198,3198,0.626594,2003.85,450,0.540598
1976,1,15,"Hake",5,1022,1022,1.18197,1207.98,554,0.876243
1976,1,15,"Hake",6,555,555,1.98606,1102.26,656,1.3006
1976,1,15,"Hake",7,341,341,3.0655,1045.34,756,1.80968
1976,1,15,"Hake",8,315,315,5.26275,1657.76,898,2.73036
1976,1,15,"Hake",9,22,22,10.6723,234.791,1133,4.67611
1976,2,15,"Hake",1,3112,3112,0.143573,446.799,279,0.459686
1976,2,15,"Hake",2,2725,2725,0.240418,655.139,330,0.695013
1976,2,15,"Hake",3,3412,3412,0.380119,1296.97,383,1.00352
1976,2,15,"Hake",4,3893,3893,0.639628,2490.07,453,1.52318
1976,2,15,"Hake",5,1301,1301,1.16555,1516.38,551,2.46444
1976,2,15,"Hake",6,559,559,1.97959,1106.59,655,3.76862
1976,2,15,"Hake",7,330,330,3.06549,1011.61,756,5.3515
1976,2,15,"Hake",8,313,313,5.28015,1652.69,899,8.27621
1976,2,15,"Hake",9,22,22,10.6691,234.721,1133,14.5474
1976,3,15,"Hake",1,2783,2783,0.144977,403.471,280,0.264478
1976,3,15,"Hake",2,2440,2440,0.238744,582.535,329,0.39917
1976,3,15,"Hake",3,2665,2665,0.380052,1012.84,383,0.585837
1976,3,15,"Hake",4,3822,3822,0.654912,2503.07,456,0.917924
1976,3,15,"Hake",5,1697,1697,1.16442,1976.01,551,1.47587
1976,3,15,"Hake",6,605,605,1.96434,1188.43,654,2.27227
1976,3,15,"Hake",7,320,320,3.06296,980.146,756,3.2784
1976,3,15,"Hake",8,307,307,5.29702,1626.18,900,5.15195
1976,3,15,"Hake",9,22,22,10.6668,234.669,1133,9.17989
1976,4,15,"Hake",1,1875,1875,0.146791,275.233,281,0.351459
1976,4,15,"Hake",2,2133,2133,0.240161,512.263,330,0.512378
1976,4,15,"Hake",3,2364,2364,0.378804,895.493,383,0.726336
1976,4,15,"Hake",4,3451,3451,0.663188,2288.66,458,1.11527
1976,4,15,"Hake",5,2045,2045,1.17631,2405.56,553,1.72966
1976,4,15,"Hake",6,737,737,1.94848,1436.03,652,2.54559
1976,4,15,"Hake",7,327,327,3.05509,999.013,755,3.59216
1976,4,15,"Hake",8,307,307,5.31054,1630.34,901,5.48553
1976,4,15,"Hake",9,23,23,10.6653,245.301,1133,9.35636
1977,1,15,"Hake",1,3239,3239,0.145974,472.81,280,0.178392
1977,1,15,"Hake",2,3780,3780,0.24116,911.585,330,0.261395
1977,1,15,"Hake",3,4126,4126,0.376096,1551.77,382,0.366579
1977,1,15,"Hake",4,3198,3198,0.626594,2003.85,450,0.540598
1977,1,15,"Hake",5,1022,1022,1.18197,1207.98,554,0.876243
1977,1,15,"Hake",6,555,555,1.98606,1102.26,656,1.3006
1977,1,15,"Hake",7,341,341,3.0655,1045.34,756,1.80968
1977,1,15,"Hake",8,315,315,5.26275,1657.76,898,2.73036
1977,1,15,"Hake",9,22,22,10.6723,234.791,1133,4.67611
1977,2,15,"Hake",1,3112,3112,0.143573,446.799,279,0.459686
1977,2,15,"Hake",2,2725,2725,0.240418,655.139,330,0.695013
1977,2,15,"Hake",3,3412,3412,0.380119,1296.97,383,1.00352
1977,2,15,"Hake",4,3893,3893,0.639628,2490.07,453,1.52318
1977,2,15,"Hake",5,1301,1301,1.16555,1516.38,551,2.46444
1977,2,15,"Hake",6,559,559,1.97959,1106.59,655,3.76862
1977,2,15,"Hake",7,330,330,3.06549,1011.61,756,5.3515
1977,2,15,"Hake",8,313,313,5.28015,1652.69,899,8.27621
1977,2,15,"Hake",9,22,22,10.6691,234.721,1133,14.5474
1977,3,15,"Hake",1,2783,2783,0.144977,403.471,280,0.264478
1977,3,15,"Hake",2,2440,2440,0.238744,582.535,329,0.39917
1977,3,15,"Hake",3,2665,2665,0.380052,1012.84,383,0.585837
1977,3,15,"Hake",4,3822,3822,0.654912,2503.07,456,0.917924
1977,3,15,"Hake",5,1697,1697,1.16442,1976.01,551,1.47587
1977,3,15,"Hake",6,605,605,1.96434,1188.43,654,2.27227
1977,3,15,"Hake",7,320,320,3.06296,980.146,756,3.2784
1977,3,15,"Hake",8,307,307,5.29702,1626.18,900,5.15195
1977,3,15,"Hake",9,22,22,10.6668,234.669,1133,9.17989
1977,4,15,"Hake",1,1875,1875,0.146791,275.233,281,0.351459
1977,4,15,"Hake",2,2133,2133,0.240161,512.263,330,0.512378
1977,4,15,"Hake",3,2364,2364,0.378804,895.493,383,0.726336
1977,4,15,"Hake",4,3451,3451,0.663188,2288.66,458,1.11527
1977,4,15,"Hake",5,2045,2045,1.17631,2405.56,553,1.72966
1977,4,15,"Hake",6,737,737,1.94848,1436.03,652,2.54559
1977,4,15,"Hake",7,327,327,3.05509,999.013,755,3.59216
1977,4,15,"Hake",8,307,307,5.31054,1630.34,901,5.48553
1977,4,15,"Hake",9,23,23,10.6653,245.301,1133,9.35636
1978,1,15,"Hake",1,3239,3239,0.145974,472.81,280,0.178392
1978,1,15,"Hake",2,3780,3780,0.24116,911.585,330,0.261395
1978,1,15,"Hake",3,4126,4126,0.376096,1551.77,382,0.366579
1978,1,15,"Hake",4,3198,3198,0.626594,2003.85,450,0.540598
1978,1,15,"Hake",5,1022,1022,1.18197,1207.98,554,0.876243
1978,1,15,"Hake",6,555,555,1.98606,1102.26,656,1.3006
1978,1,15,"Hake",7,341,341,3.0655,1045.34,756,1.80968
1978,1,15,"Hake",8,315,315,5.26275,1657.76,898,2.73036
1978,1,15,"Hake",9,22,22,10.6723,234.791,1133,4.67611
1978,2,15,"Hake",1,3112,3112,0.143573,446.799,279,0.459686
1978,2,15,"Hake",2,2725,2725,0.240418,655.139,330,0.695013
1978,2,15,"Hake",3,3412,3412,0.380119,1296.97,383,1.00352
1978,2,15,"Hake",4,3893,3893,0.639628,2490.07,453,1.52318
1978,2,15,"Hake",5,1301,1301,1.16555,1516.38,551,2.46444
1978,2,15,"Hake",6,559,559,1.97959,1106.59,655,3.76862
1978,2,15,"Hake",7,330,330,3.06549,1011.61,756,5.3515
1978,2,15,"Hake",8,313,313,5.28015,1652.69,899,8.27621
1978,2,15,"Hake",9,22,22,10.6691,234.721,1133,14.5474
1978,3,15,"Hake",1,2783,2783,0.144977,403.471,280,0.264478
1978,3,15,"Hake",2,2440,2440,0.238744,582.535,329,0.39917
1978,3,15,"Hake",3,2665,2665,0.380052,1012.84,383,0.585837
1978,3,15,"Hake",4,3822,3822,0.654912,2503.07,456,0.917924
1978,3,15,"Hake",5,1697,1697,1.16442,1976.01,551,1.47587
1978,3,15,"Hake",6,605,605,1.96434,1188.43,654,2.27227
1978,3,15,"Hake",7,320,320,3.06296,980.146,756,3.2784
1978,3,15,"Hake",8,307,307,5.29702,1626.18,900,5.15195
1978,3,15,"Hake",9,22,22,10.6668,234.669,1133,9.17989
1978,4,15,"Hake",1,1875,1875,0.146791,275.233,281,0.351459
1978,4,15,"Hake",2,2133,2133,0.240161,512.263,330,0.512378
1978,4,15,"Hake",3,2364,2364,0.378804,895.493,383,0.726336
1978,4,15,"Hake",4,3451,3451,0.663188,2288.66,458,1.11527
1978,4,15,"Hake",5,2045,2045,1.17631,2405.56,553,1.72966
1978,4,15,"Hake",6,737,737,1.94848,1436.03,652,2.54559
1978,4,15,"Hake",7,327,327,3.05509,999.013,755,3.59216
1978,4,15,"Hake",8,307,307,5.31054,1630.34,901,5.48553
1978,4,15,"Hake",9,23,23,10.6653,245.301,1133,9.35636
1979,1,15,"Hake",1,2005,2005,0.142253,285.217,278,0.174921
1979,1,15,"Hake",2,1700,1700,0.240886,409.506,330,0.261169
1979,1,15,"Hake",3,2172,2172,0.380322,826.059,383,0.36971
1979,1,15,"Hake",4,3303,3303,0.664773,2195.75,459,0.565487
1979,1,15,"Hake",5,2341,2341,1.1908,2787.67,555,0.881221
1979,1,15,"Hake",6,994,994,1.94538,1933.7,652,1.28028
1979,1,15,"Hake",7,382,382,3.04006,1161.3,754,1.79824
1979,1,15,"Hake",8,333,333,5.31747,1770.72,901,2.75194
1979,1,15,"Hake",9,26,26,10.6665,277.33,1133,4.67419
1979,2,15,"Hake",1,3121,3121,0.141216,440.735,277,0.453625
1979,2,15,"Hake",2,1699,1699,0.236255,401.397,328,0.685346
1979,2,15,"Hake",3,1672,1672,0.38042,636.062,383,1.00416
1979,2,15,"Hake",4,2786,2786,0.667912,1860.8,459,1.57696
1979,2,15,"Hake",5,2226,2226,1.20151,2674.55,557,2.52522
1979,2,15,"Hake",6,1151,1151,1.95408,2249.14,653,3.72963
1979,2,15,"Hake",7,432,432,3.02456,1306.61,753,5.29413
1979,2,15,"Hake",8,331,331,5.31064,1757.82,901,8.31452
1979,2,15,"Hake",9,26,26,10.6683,277.377,1133,14.5466
1979,3,15,"Hake",1,3257,3257,0.144012,469.047,279,0.263025
1979,3,15,"Hake",2,2242,2242,0.235628,528.278,328,0.394866
1979,3,15,"Hake",3,1621,1621,0.375205,608.207,382,0.579664
1979,3,15,"Hake",4,2269,2269,0.670384,1521.1,460,0.935782
1979,3,15,"Hake",5,2007,2007,1.20858,2425.62,558,1.52191
1979,3,15,"Hake",6,1226,1226,1.96693,2411.45,654,2.27474
1979,3,15,"Hake",7,497,497,3.01772,1499.81,752,3.2384
1979,3,15,"Hake",8,334,334,5.28142,1763.99,899,5.13943
1979,3,15,"Hake",9,26,26,10.6725,277.484,1133,9.18394
1979,4,15,"Hake",1,2279,2279,0.146522,333.924,281,0.350966
1979,4,15,"Hake",2,2333,2333,0.238641,556.749,329,0.509893
1979,4,15,"Hake",3,1971,1971,0.373965,737.085,381,0.719221
